,duration@1,duration@2,duration@3,duration@4,duration@5,duration@6,duration@7,duration@8
0,0.011390651829260648,0.16693102411490612,0.07736626233252564,-0.00022991996649674733,-0.05659430175452212,-0.0016671213599463645,-0.0020075363240504617,-0.0005882664307607658
