,duration1,duration2,duration3,duration4,duration5,duration6,duration7,duration8,duration@1,duration@2,duration@3,duration@4,duration@5,duration@6,duration@7,duration@8,cost@,duration@,cost,duration,critical_path
28656,1.589067012473881,5.167075966941562,7.719155145460424,2.8966603009739598,17.757242054976675,3.895929241246421,9.12731653491471,2.5173561061697014,1.589067012473881,5.167075966941562,7.719155145460424,2.8966603009739598,4.516669984259134,1.9645908057402728,5.198018637752856,0.0,20770.92239545938,9.683745951200695,27702.74957680551,22.92431802191824,259
