,duration@1,duration@2,duration@3,duration@4,duration@5,duration@6,duration@7,duration@8
0,0.1193941714190614,0.09298658127719056,-0.04279038663518511,0.037140399556845984,-0.0010437819948148975,-0.00024296334113599815,0.0009989731975223013,0.00042439691061468826
