,duration@1,duration@2,duration@3,duration@4,duration@5,duration@6,duration@7,duration@8
0,-0.001529458552584613,0.011304419972706559,0.16641675803903366,-0.0006264797863090704,-0.0018794921465851776,-0.056271500951314904,0.07741978379276775,-0.0002978199087510289
