,duration@1,duration@2,duration@3,duration@4,duration@5,duration@6,duration@7,duration@8
0,-0.0010567453593086048,0.11839227997049952,0.09298321044682502,0.0004070623151900807,0.0009549910448560793,-0.042627100178232305,0.03679118909095161,-0.00020992068753791318
