,duration@1,duration@2,duration@3,duration@4,duration@5,duration@6,duration@7,duration@8
0,-2.5431979958356887e-06,0.20154876683911166,0.03798866035037399,-0.00014720602668699296,0.0009985186008453167,-0.06569826895975074,0.0024722466180941136,0.0
