,duration@1,duration@2,duration@3,duration@4,duration@5,duration@6,duration@7,duration@8
0,0.00019656284578837335,0.019013621079939,0.07298681972432722,-0.0019521513646562506,-0.0021688220921532047,-0.09726516989915193,0.04411632159241399,0.0
